ticket_id,created_at,resolved_at,priority,status,assigned_agent,resolution_hours,sla_met,category
T301073,2023-05-01,2023-05-01 11:07:40.545883824,Low,Resolved,Agent_9,11.13,1,Other
T301074,2023-03-10,2023-03-10 08:32:31.615866931,High,Resolved,Agent_14,8.54,1,Billing
T301075,2023-03-11,2023-03-11 09:31:09.027323191,High,Resolved,Agent_11,9.52,1,Technical
T301076,2024-08-15,2024-08-20 18:55:03.582157965,Medium,Resolved,Agent_6,138.92,0,Technical
T301077,2025-08-25,2025-08-26 17:41:55.599411182,Medium,Closed,Agent_16,41.7,1,HR
T301078,2025-02-26,2025-03-01 22:49:37.579918076,Low,Resolved,Agent_9,94.83,0,Technical
T301079,2023-04-16,2023-04-20 06:46:19.993639059,Medium,Closed,Agent_3,102.77,0,Technical
T301080,2023-11-20,2023-11-20 08:53:27.247460043,High,Resolved,Agent_8,8.89,1,HR
T301081,2024-11-11,2024-11-11 10:33:36.979093049,High,Resolved,Agent_17,10.56,1,Other
T301082,2023-05-06,2023-05-06 14:32:34.098885314,Medium,Resolved,Agent_9,14.54,1,Technical
T301083,2024-05-11,2024-05-11 03:13:01.957498055,Medium,Resolved,Agent_17,3.22,1,Technical
T301084,2023-02-23,2023-02-23 17:52:46.366305806,Medium,Resolved,Agent_5,17.88,1,HR
T301085,2025-08-15,2025-08-15 10:29:03.133895450,High,Resolved,Agent_11,10.48,1,HR
T301086,2025-03-07,2025-03-07 13:00:03.569313598,Low,Resolved,Agent_6,13.0,1,Technical
T301087,2025-07-01,2025-07-02 12:38:57.000136049,Medium,Escalated,Agent_14,36.65,1,Technical
T301088,2023-06-27,2023-06-27 06:22:52.022064780,Low,Closed,Agent_3,6.38,1,Billing
T301089,2023-09-05,2023-09-05 08:21:57.039618971,High,Resolved,Agent_17,8.37,1,Logistics
T301090,2022-11-16,2022-11-18 04:10:02.725873877,Low,Resolved,Agent_4,52.17,1,HR
T301091,2023-01-01,2023-01-01 01:00:00.000000000,High,Resolved,Agent_8,1.0,1,Billing
T301092,2024-10-06,2024-10-09 06:14:08.904998512,Low,Resolved,Agent_6,78.24,0,Technical
T301093,2023-08-19,2023-08-19 17:24:21.977554696,Low,Resolved,Agent_11,17.41,1,Technical
T301094,2024-11-16,2024-11-18 12:43:04.961767132,Low,Resolved,Agent_1,60.72,1,HR
T301095,2024-12-31,2024-12-31 01:00:00.000000000,Critical,Resolved,Agent_15,1.0,1,Logistics
T301096,2023-06-29,2023-06-29 23:14:27.180849809,Medium,Escalated,Agent_16,23.24,1,Technical
T301097,2025-05-13,2025-05-14 15:06:14.018257128,Low,Resolved,Agent_2,39.1,1,Technical
T301098,2025-06-10,2025-06-10 07:48:03.798131142,Low,Resolved,Agent_13,7.8,1,Logistics
T301099,2024-04-10,2024-04-11 23:02:49.782593818,Low,Resolved,Agent_12,47.05,1,Technical
T301100,2024-11-11,2024-11-13 08:25:20.123294750,Low,Resolved,Agent_14,56.42,1,Technical
T301101,2023-04-25,2023-04-25 16:33:49.508435229,Medium,Resolved,Agent_1,16.56,1,Logistics
T301102,2025-01-12,2025-01-13 17:28:39.528584219,Low,Closed,Agent_11,41.48,1,Technical
T301103,2024-11-27,2024-11-29 04:25:05.139915076,Medium,Resolved,Agent_4,52.42,0,Logistics
T301104,2025-10-12,2025-10-14 09:25:28.476305547,Low,Closed,Agent_13,57.42,1,HR
T301105,2023-10-01,2023-10-02 04:22:03.862907761,High,Resolved,Agent_20,28.37,0,HR
T301106,2025-04-17,2025-04-18 14:34:44.560461472,Low,Resolved,Agent_6,38.58,1,Billing
T301107,2024-08-20,2024-08-20 04:36:45.544375011,Medium,Resolved,Agent_5,4.61,1,Technical
T301108,2023-08-20,2023-08-20 06:47:09.482887153,Medium,Resolved,Agent_4,6.79,1,Technical
T301109,2024-01-17,2024-01-17 09:18:57.565118718,Low,Resolved,Agent_13,9.32,1,Technical
T301110,2024-06-22,2024-06-22 19:36:01.509255226,Low,Closed,Agent_18,19.6,1,Logistics
T301111,2024-12-05,2024-12-06 07:09:41.670899148,Low,Resolved,Agent_13,31.16,1,Technical
T301112,2025-01-11,2025-01-11 07:05:41.755361582,Medium,Resolved,Agent_8,7.09,1,Logistics
T301113,2025-04-30,2025-05-01 06:59:13.942588461,Low,Resolved,Agent_19,30.99,1,Billing
T301114,2023-01-10,2023-01-10 10:52:29.559101520,Medium,Closed,Agent_15,10.87,1,Technical
T301115,2025-05-19,2025-05-19 19:27:03.888408225,Medium,Resolved,Agent_1,19.45,1,Billing
T301116,2025-08-28,2025-08-28 13:25:42.087065377,Medium,Resolved,Agent_11,13.43,1,Logistics
T301117,2025-06-13,2025-06-13 13:39:49.696002595,Medium,Closed,Agent_16,13.66,1,Other
T301118,2024-12-19,2024-12-20 08:22:44.538833634,Low,Closed,Agent_10,32.38,1,Technical
T301119,2025-08-16,2025-08-20 09:54:00.419841101,Medium,Resolved,Agent_7,105.9,0,Logistics
T301120,2025-03-27,2025-03-27 19:30:57.604956515,Medium,Resolved,Agent_8,19.52,1,Billing
T301121,2023-10-02,2023-10-03 06:50:20.351359618,Medium,Resolved,Agent_20,30.84,1,Technical
T301122,2024-07-19,2024-07-19 12:56:20.988315975,Medium,Resolved,Agent_16,12.94,1,Technical
T301123,2023-12-24,2023-12-24 09:27:47.627360317,Medium,Closed,Agent_10,9.46,1,Billing
T301124,2023-06-25,2023-06-27 11:36:43.222974608,Medium,Resolved,Agent_4,59.61,0,Logistics
T301125,2024-03-20,2024-03-21 08:32:55.100246615,Medium,Resolved,Agent_12,32.55,1,Technical
T301126,2025-07-08,2025-07-08 10:28:46.668998333,High,Resolved,Agent_16,10.48,1,Logistics
T301127,2023-12-04,2023-12-04 09:50:34.616759952,Medium,Resolved,Agent_18,9.84,1,Technical
T301128,2024-07-03,2024-07-03 07:09:26.013029729,Medium,Escalated,Agent_16,7.16,1,Other
T301129,2025-06-12,2025-06-12 06:58:14.718788420,Medium,Resolved,Agent_13,6.97,1,Technical
T301130,2022-11-02,2022-11-02 16:48:55.022327235,Medium,Resolved,Agent_16,16.82,1,Billing
T301131,2022-11-16,2022-11-20 03:44:39.488799534,Low,Closed,Agent_15,99.74,0,Other
T301132,2023-08-06,2023-08-08 03:05:48.513242664,Medium,Resolved,Agent_8,51.1,0,Technical
T301133,2023-11-05,2023-11-07 17:35:19.785921518,Low,Resolved,Agent_15,65.59,1,Logistics
T301134,2025-06-20,2025-06-20 18:46:01.265323278,Medium,Resolved,Agent_7,18.77,1,Technical
T301135,2025-04-05,2025-04-05 12:51:09.180673992,Low,Resolved,Agent_20,12.85,1,Logistics
T301136,2023-11-13,2023-11-13 15:38:28.780859206,Medium,Closed,Agent_19,15.64,1,Technical
T301137,2025-10-14,2025-10-16 08:57:13.118416163,Low,Resolved,Agent_14,56.95,1,Logistics
T301138,2023-05-27,2023-05-27 10:50:48.882720212,High,Resolved,Agent_6,10.85,1,Billing
T301139,2023-03-12,2023-03-13 10:38:15.395837786,Low,Resolved,Agent_13,34.64,1,HR
T301140,2023-04-27,2023-04-27 06:42:28.209035883,High,Closed,Agent_12,6.71,1,Technical
T301141,2024-11-23,2024-11-24 09:30:49.172754499,Medium,Escalated,Agent_7,33.51,1,Technical
T301142,2024-01-11,2024-01-11 22:09:35.257475734,High,Resolved,Agent_20,22.16,1,Technical
T301143,2025-06-20,2025-06-22 13:36:14.523328339,Low,Resolved,Agent_3,61.6,1,Other
T301144,2024-09-09,2024-09-11 18:42:24.723974905,Medium,Resolved,Agent_3,66.71,0,HR
T301145,2024-04-08,2024-04-09 12:19:30.967118713,Medium,Escalated,Agent_3,36.33,1,Technical
T301146,2023-01-10,2023-01-11 04:44:56.371805112,Low,Resolved,Agent_15,28.75,1,Logistics
T301147,2022-12-24,2022-12-24 23:01:04.240476326,Medium,Resolved,Agent_16,23.02,1,Technical
T301148,2022-11-13,2022-11-14 09:41:31.767126322,Low,Resolved,Agent_13,33.69,1,HR
T301149,2023-01-19,2023-01-19 18:58:08.006223208,Medium,Escalated,Agent_16,18.97,1,Billing
T301150,2024-02-19,2024-02-23 12:30:11.395514800,Low,Closed,Agent_2,108.5,0,Technical
T301151,2025-10-19,2025-10-19 17:10:45.491258689,Low,Resolved,Agent_6,17.18,1,Technical
T301152,2025-10-06,2025-10-06 01:00:00.000000000,Low,Resolved,Agent_17,1.0,1,Logistics
T301153,2024-10-14,2024-10-14 14:16:29.268930310,High,Resolved,Agent_6,14.27,1,Billing
T301154,2025-09-25,2025-09-25 04:47:33.034671906,Medium,Closed,Agent_18,4.79,1,Technical
T301155,2023-08-13,2023-08-13 02:00:36.461413494,High,Open,Agent_12,2.01,1,Logistics
T301156,2025-06-01,2025-06-03 10:40:34.393142155,High,Closed,Agent_19,58.68,0,Billing
T301157,2023-06-16,2023-06-16 14:53:40.361210027,Low,Resolved,Agent_12,14.89,1,Technical
T301158,2023-04-20,2023-04-20 10:56:14.964234189,Low,Resolved,Agent_17,10.94,1,Logistics
T301159,2024-04-07,2024-04-07 02:32:35.621833203,High,Resolved,Agent_2,2.54,1,HR
T301160,2023-08-25,2023-08-26 01:31:05.624349058,Low,Resolved,Agent_14,25.52,1,Logistics
T301161,2024-01-31,2024-01-31 06:19:11.128517066,High,Resolved,Agent_13,6.32,1,Technical
T301162,2024-02-21,2024-02-22 00:01:29.044098544,Medium,Resolved,Agent_6,24.02,1,Billing
T301163,2023-07-30,2023-07-30 05:15:06.341811336,Low,Open,Agent_17,5.25,1,HR
T301164,2024-02-04,2024-02-06 00:26:08.609298200,Low,Closed,Agent_9,48.44,1,Billing
T301165,2024-01-08,2024-01-09 05:00:51.411048744,Low,Closed,Agent_8,29.01,1,Technical
T301166,2024-07-19,2024-07-19 05:35:10.224823832,Medium,Resolved,Agent_14,5.59,1,Billing
T301167,2025-01-04,2025-01-07 00:17:29.611527607,Low,Resolved,Agent_2,72.29,0,Logistics
T301168,2024-07-13,2024-07-14 06:50:36.730562220,Low,Resolved,Agent_10,30.84,1,Technical
T301169,2023-12-01,2023-12-03 12:36:04.286296805,Low,Resolved,Agent_3,60.6,1,Other
T301170,2025-03-09,2025-03-14 01:34:40.591693901,Low,Closed,Agent_17,121.58,0,Billing
T301171,2025-05-18,2025-05-18 10:27:53.407688691,Medium,Resolved,Agent_7,10.46,1,HR
T301172,2023-11-22,2023-11-23 03:22:55.752477970,High,Closed,Agent_12,27.38,0,Technical
T301173,2024-04-17,2024-04-17 02:40:58.245473518,High,Open,Agent_7,2.68,1,Technical
T301174,2023-06-02,2023-06-02 03:00:51.685057852,High,Closed,Agent_3,3.01,1,Logistics
T301175,2023-12-02,2023-12-03 02:09:13.917161337,Medium,Resolved,Agent_6,26.15,1,Logistics
T301176,2022-12-14,2022-12-14 02:35:56.159406844,Medium,Resolved,Agent_3,2.6,1,Technical
T301177,2024-06-14,2024-06-14 07:16:43.647444589,High,Closed,Agent_4,7.28,1,Technical
T301178,2023-11-01,2023-11-01 11:32:53.108493736,Low,Closed,Agent_16,11.55,1,Other
T301179,2023-04-23,2023-04-24 16:36:22.501758369,Low,Closed,Agent_15,40.61,1,Technical
T301180,2023-07-31,2023-08-03 06:55:08.398538822,Low,Resolved,Agent_1,78.92,0,Other
T301181,2024-03-04,2024-03-04 01:00:00.000000000,High,Resolved,Agent_2,1.0,1,Logistics
T301182,2024-06-24,2024-06-25 01:35:47.110239209,Low,Resolved,Agent_1,25.6,1,Logistics
T301183,2025-10-30,2025-10-31 07:29:01.904017993,Medium,Resolved,Agent_18,31.48,1,Billing
T301184,2024-07-04,2024-07-04 05:01:38.074114949,High,Resolved,Agent_4,5.03,1,Technical
T301185,2023-09-23,2023-09-23 02:02:41.403314563,Low,Resolved,Agent_6,2.04,1,Technical
T301186,2023-10-13,2023-10-13 10:44:22.722065777,High,Resolved,Agent_11,10.74,1,Technical
T301187,2023-04-15,2023-04-15 06:08:41.915589317,Low,Resolved,Agent_12,6.14,1,Billing
T301188,2025-03-29,2025-03-29 11:05:08.852186322,Medium,Resolved,Agent_8,11.09,1,Technical
T301189,2024-11-21,2024-11-25 15:50:20.812639452,Medium,Resolved,Agent_14,111.84,0,Billing
T301190,2023-10-10,2023-10-11 00:21:41.357663244,Low,Resolved,Agent_10,24.36,1,Technical
T301191,2022-12-31,2023-01-03 16:49:43.458520538,Low,Resolved,Agent_4,88.83,0,Billing
T301192,2023-10-30,2023-11-02 22:18:25.304792518,Low,Resolved,Agent_15,94.31,0,Logistics
T301193,2025-05-13,2025-05-13 07:19:06.672143546,Medium,Resolved,Agent_16,7.32,1,Logistics
T301194,2025-08-20,2025-08-21 19:26:44.019521148,Low,Resolved,Agent_14,43.45,1,Other
T301195,2022-12-04,2022-12-06 22:42:27.797557335,Medium,Resolved,Agent_15,70.71,0,Technical
T301196,2023-12-10,2023-12-10 22:22:26.310693961,Medium,Resolved,Agent_17,22.37,1,Logistics
T301197,2025-04-15,2025-04-18 08:32:39.724899634,Low,Resolved,Agent_12,80.54,0,Technical
T301198,2023-03-18,2023-03-18 14:54:09.526358866,Medium,Resolved,Agent_13,14.9,1,Logistics
T301199,2022-11-28,2022-11-30 12:59:13.876620993,Low,Resolved,Agent_14,60.99,1,Technical
T301200,2023-02-14,2023-02-14 01:00:00.000000000,Critical,Closed,Agent_11,1.0,1,Logistics
T301201,2023-04-06,2023-04-09 02:20:13.355064785,Low,Resolved,Agent_11,74.34,0,Billing
T301202,2023-05-15,2023-05-16 02:44:34.027983337,Medium,Resolved,Agent_6,26.74,1,Billing
T301203,2025-08-05,2025-08-05 02:40:00.981384777,Critical,Resolved,Agent_1,2.67,1,Billing
T301204,2023-05-21,2023-05-21 06:28:28.297582049,High,Resolved,Agent_20,6.47,1,Technical
T301205,2023-02-17,2023-02-17 09:29:25.707039288,Medium,Resolved,Agent_8,9.49,1,Technical
T301206,2024-04-26,2024-04-27 11:39:39.976188587,Low,Resolved,Agent_8,35.66,1,Logistics
T301207,2022-12-11,2022-12-11 02:45:40.049640529,Medium,Resolved,Agent_18,2.76,1,Logistics
T301208,2025-10-23,2025-10-24 20:43:50.724054308,Medium,Resolved,Agent_13,44.73,1,Technical
T301209,2025-04-08,2025-04-09 07:12:32.923365265,Low,Resolved,Agent_14,31.21,1,Logistics
T301210,2024-09-12,2024-09-12 01:03:26.668452527,Medium,Resolved,Agent_15,1.06,1,Billing
T301211,2025-01-20,2025-01-20 09:39:40.799395031,High,Resolved,Agent_4,9.66,1,Billing
T301212,2023-12-20,2023-12-25 08:00:01.459791934,Low,Resolved,Agent_19,128.0,0,Logistics
T301213,2023-11-07,2023-11-07 02:11:47.666120964,Medium,Resolved,Agent_13,2.2,1,Logistics
T301214,2025-01-12,2025-01-12 06:18:37.650276443,Low,Resolved,Agent_9,6.31,1,Logistics
T301215,2023-10-30,2023-10-30 23:30:18.325089828,Low,Open,Agent_16,23.51,1,Technical
T301216,2024-02-14,2024-02-15 07:55:45.171803479,Medium,Resolved,Agent_9,31.93,1,Other
T301217,2024-03-14,2024-03-15 20:32:23.340566631,Low,Resolved,Agent_2,44.54,1,HR
T301218,2025-08-02,2025-08-02 07:20:56.308095604,High,Resolved,Agent_10,7.35,1,Technical
T301219,2023-12-28,2023-12-30 11:06:51.287189194,High,Resolved,Agent_7,59.11,0,Other
T301220,2024-06-01,2024-06-01 04:55:58.741823004,Medium,Resolved,Agent_9,4.93,1,Technical
T301221,2023-12-08,2023-12-08 10:20:51.496957062,Critical,Closed,Agent_8,10.35,0,Technical
T301222,2024-03-08,2024-03-08 06:20:44.691576666,Low,Closed,Agent_20,6.35,1,Other
T301223,2024-03-06,2024-03-06 02:22:32.382506172,High,Resolved,Agent_19,2.38,1,Technical
T301224,2025-05-13,2025-05-13 16:48:32.458534388,Low,Resolved,Agent_1,16.81,1,Technical
T301225,2025-06-03,2025-06-05 01:32:37.435365377,Medium,Resolved,Agent_1,49.54,0,Billing
T301226,2024-04-14,2024-04-15 04:11:35.301659132,Low,Resolved,Agent_20,28.19,1,Technical
T301227,2025-05-29,2025-05-30 00:11:01.109442854,Low,Resolved,Agent_8,24.18,1,Billing
T301228,2023-02-21,2023-02-21 16:11:40.014559612,Medium,Resolved,Agent_4,16.19,1,Technical
T301229,2023-10-10,2023-10-11 23:50:30.593680038,Low,Resolved,Agent_4,47.84,1,Technical
T301230,2023-10-24,2023-10-24 13:13:06.512720685,Medium,Closed,Agent_15,13.22,1,Billing
T301231,2023-03-06,2023-03-12 13:38:40.081303474,Low,Closed,Agent_2,157.64,0,Technical
T301232,2023-01-21,2023-01-21 03:29:24.384913625,Medium,Resolved,Agent_17,3.49,1,Logistics
T301233,2023-07-10,2023-07-10 15:29:42.170505991,Medium,Resolved,Agent_8,15.5,1,Logistics
T301234,2023-11-17,2023-11-18 01:46:13.551079366,Low,Closed,Agent_16,25.77,1,HR
T301235,2024-10-17,2024-10-19 08:38:15.877739090,Low,Resolved,Agent_6,56.64,1,Technical
T301236,2024-01-26,2024-02-01 14:21:23.250996499,Low,Resolved,Agent_1,158.36,0,Technical
T301237,2024-06-17,2024-06-17 08:09:58.240703347,Medium,Closed,Agent_5,8.17,1,Logistics
T301238,2022-11-24,2022-11-27 02:36:03.589789141,Medium,Resolved,Agent_19,74.6,0,Billing
T301239,2023-10-19,2023-10-19 21:06:07.891208787,High,Escalated,Agent_18,21.1,1,Logistics
T301240,2023-01-12,2023-01-13 15:55:04.774184464,Medium,Resolved,Agent_3,39.92,1,Technical
T301241,2024-09-25,2024-09-25 03:38:32.694255031,Low,Resolved,Agent_2,3.64,1,Technical
T301242,2024-03-29,2024-03-29 16:56:20.742353137,Critical,Resolved,Agent_2,16.94,0,Technical
T301243,2024-12-10,2024-12-10 21:54:39.003365945,High,Resolved,Agent_1,21.91,1,Billing
T301244,2025-09-19,2025-09-21 07:23:07.025377851,Low,Resolved,Agent_3,55.39,1,Technical
T301245,2024-08-19,2024-08-19 01:38:29.952018004,High,Resolved,Agent_19,1.64,1,Technical
T301246,2025-05-27,2025-05-27 13:04:29.978484210,Medium,Resolved,Agent_4,13.07,1,Other
T301247,2025-02-11,2025-02-14 16:01:56.769275291,Low,Closed,Agent_3,88.03,0,Other
T301248,2025-09-16,2025-09-16 13:48:36.281697379,Medium,Closed,Agent_8,13.81,1,Logistics
T301249,2024-07-14,2024-07-15 03:31:42.249746575,Low,Resolved,Agent_12,27.53,1,Other
T301250,2022-11-19,2022-11-19 07:33:25.899775998,Medium,Closed,Agent_4,7.56,1,Logistics
T301251,2024-04-11,2024-04-11 02:31:19.753144179,Low,Closed,Agent_14,2.52,1,Technical
T301252,2025-01-02,2025-01-03 10:32:09.424707090,Low,Closed,Agent_10,34.54,1,Logistics
T301253,2024-04-25,2024-04-26 11:44:35.506659952,Medium,Resolved,Agent_17,35.74,1,Technical
T301254,2024-07-09,2024-07-09 07:34:46.440646723,Low,Open,Agent_18,7.58,1,Logistics
T301255,2025-10-01,2025-10-03 05:48:47.804662361,Medium,Resolved,Agent_7,53.81,0,Billing
T301256,2023-04-14,2023-04-14 04:51:42.898374480,Critical,Resolved,Agent_13,4.86,1,HR
T301257,2025-01-17,2025-01-18 16:08:58.937720326,Medium,Closed,Agent_13,40.15,1,Technical
T301258,2025-03-13,2025-03-13 06:35:54.222729955,Critical,Resolved,Agent_2,6.6,0,Billing
T301259,2025-10-13,2025-10-13 03:28:44.795508946,Medium,Open,Agent_8,3.48,1,HR
T301260,2023-11-07,2023-11-11 17:47:50.888311820,Low,Resolved,Agent_20,113.8,0,HR
T301261,2023-10-31,2023-10-31 15:11:47.589542150,High,Resolved,Agent_11,15.2,1,HR
T301262,2025-09-26,2025-09-26 01:44:20.085572669,Low,Open,Agent_2,1.74,1,Logistics
T301263,2023-02-27,2023-02-27 10:24:40.575033746,High,Open,Agent_12,10.41,1,Logistics
T301264,2023-12-14,2023-12-14 15:42:00.219037032,Medium,Resolved,Agent_5,15.7,1,Technical
T301265,2023-10-29,2023-10-29 23:31:15.832936348,High,Resolved,Agent_16,23.52,1,Billing
T301266,2025-06-15,2025-06-15 06:17:17.329132893,Low,Closed,Agent_1,6.29,1,Technical
T301267,2023-09-19,2023-09-19 10:43:26.064037890,High,Closed,Agent_12,10.72,1,Technical
T301268,2024-11-27,2024-11-27 08:54:54.975046541,Medium,Resolved,Agent_5,8.92,1,Technical
T301269,2025-06-01,2025-06-01 13:31:44.985892022,Low,Resolved,Agent_1,13.53,1,Technical
T301270,2024-01-22,2024-01-22 01:00:00.000000000,High,Resolved,Agent_3,1.0,1,Technical
T301271,2024-10-04,2024-10-04 04:50:44.549920802,High,Closed,Agent_4,4.85,1,Billing
T301272,2024-10-09,2024-10-09 12:06:14.962155385,Medium,Resolved,Agent_9,12.1,1,Logistics
T301273,2025-07-06,2025-07-06 14:15:06.126053114,Medium,Resolved,Agent_17,14.25,1,Billing
T301274,2023-10-08,2023-10-10 15:41:41.401586115,Low,Closed,Agent_12,63.69,1,Billing
T301275,2024-02-18,2024-02-18 12:24:06.955800730,Medium,Closed,Agent_19,12.4,1,Technical
T301276,2023-08-18,2023-08-18 02:36:23.516719080,High,Open,Agent_3,2.61,1,Billing
T301277,2023-04-21,2023-04-21 12:11:08.803148486,Medium,Resolved,Agent_20,12.19,1,Other
T301278,2023-08-28,2023-08-28 03:27:39.409905637,Low,Resolved,Agent_10,3.46,1,Logistics
T301279,2023-03-29,2023-04-05 03:45:13.881642325,Low,Resolved,Agent_20,171.75,0,Technical
T301280,2024-08-21,2024-08-21 01:38:40.886090814,Medium,Resolved,Agent_8,1.64,1,Billing
T301281,2024-09-28,2024-09-28 05:24:44.056727074,Medium,Resolved,Agent_3,5.41,1,Technical
T301282,2025-06-24,2025-06-24 13:24:29.226031451,Medium,Closed,Agent_11,13.41,1,Logistics
T301283,2023-12-22,2023-12-27 10:02:19.087513998,Low,Escalated,Agent_15,130.04,0,Other
T301284,2023-07-15,2023-07-15 09:27:06.407167150,Low,Resolved,Agent_20,9.45,1,Technical
T301285,2024-03-29,2024-03-29 12:15:03.442473563,Medium,Resolved,Agent_12,12.25,1,Logistics
T301286,2024-09-09,2024-09-18 01:52:37.695518228,Low,Closed,Agent_3,217.88,0,Billing
T301287,2025-04-30,2025-05-01 20:13:41.884827123,Low,Resolved,Agent_7,44.23,1,Logistics
T301288,2023-05-24,2023-05-24 11:26:28.181356794,High,Resolved,Agent_1,11.44,1,Technical
T301289,2024-09-20,2024-09-23 15:42:41.486305795,Medium,Resolved,Agent_10,87.71,0,Billing
T301290,2023-10-10,2023-10-10 16:55:48.162528565,Medium,Closed,Agent_17,16.93,1,Technical
T301291,2024-02-08,2024-02-08 01:00:00.000000000,Low,Resolved,Agent_6,1.0,1,Technical
T301292,2022-11-29,2022-11-29 01:00:00.000000000,Medium,Resolved,Agent_19,1.0,1,Logistics
T301293,2023-02-13,2023-02-15 06:54:10.890383534,Low,Closed,Agent_12,54.9,1,Other
T301294,2023-09-30,2023-09-30 02:51:05.923280979,High,Escalated,Agent_2,2.85,1,Technical
T301295,2025-10-28,2025-10-29 07:14:54.366466016,Low,Resolved,Agent_12,31.25,1,Technical
T301296,2023-02-15,2023-02-15 19:14:14.940697822,Medium,Closed,Agent_19,19.24,1,Billing
T301297,2023-02-10,2023-02-11 02:24:57.432826891,Medium,Resolved,Agent_9,26.42,1,Technical
T301298,2024-05-05,2024-05-05 04:11:53.497906639,Low,Resolved,Agent_6,4.2,1,Technical
T301299,2023-03-17,2023-03-17 08:33:49.645049052,Critical,Resolved,Agent_17,8.56,0,Technical
T301300,2024-03-04,2024-03-09 01:20:09.203686904,Low,Escalated,Agent_2,121.34,0,Logistics
T301301,2023-01-06,2023-01-06 14:10:40.330331138,Low,Resolved,Agent_7,14.18,1,Logistics
T301302,2023-08-05,2023-08-05 22:58:48.956835737,Low,Resolved,Agent_6,22.98,1,Billing
T301303,2023-05-31,2023-05-31 16:20:32.687097638,High,Resolved,Agent_14,16.34,1,Logistics
T301304,2024-07-20,2024-07-20 13:42:32.563767073,Low,Resolved,Agent_17,13.71,1,Other
T301305,2024-08-09,2024-08-09 18:45:14.706992042,Medium,Resolved,Agent_18,18.75,1,Billing
T301306,2023-10-31,2023-11-02 03:46:31.291951157,Low,Closed,Agent_6,51.78,1,Technical
T301307,2024-09-08,2024-09-10 02:44:29.596436396,Medium,Resolved,Agent_12,50.74,0,Logistics
T301308,2025-03-12,2025-03-12 10:10:05.829579541,Medium,Resolved,Agent_6,10.17,1,Logistics
T301309,2023-11-30,2023-12-01 08:34:13.559530023,Low,Resolved,Agent_14,32.57,1,Technical
T301310,2024-05-08,2024-05-08 09:47:44.291507504,Low,Resolved,Agent_13,9.8,1,HR
T301311,2025-01-11,2025-01-11 17:38:42.418427952,Low,Closed,Agent_9,17.65,1,Technical
T301312,2023-12-29,2023-12-29 01:11:49.202309139,High,Closed,Agent_18,1.2,1,Technical
T301313,2023-12-21,2023-12-21 02:38:32.427611502,High,Resolved,Agent_10,2.64,1,Logistics
T301314,2025-06-02,2025-06-02 20:23:55.007853266,Low,Closed,Agent_10,20.4,1,Other
T301315,2023-10-12,2023-10-12 06:37:31.568622205,High,Resolved,Agent_14,6.63,1,HR
T301316,2024-09-27,2024-09-28 05:27:07.029943692,Medium,Closed,Agent_9,29.45,1,Other
T301317,2024-05-30,2024-05-31 05:26:21.331177846,Low,Closed,Agent_9,29.44,1,Technical
T301318,2025-01-24,2025-01-24 01:12:25.305875071,Medium,Resolved,Agent_9,1.21,1,Billing
T301319,2023-04-29,2023-04-30 09:49:44.607440387,Medium,Resolved,Agent_3,33.83,1,Technical
T301320,2023-06-02,2023-06-03 12:31:39.255484828,Low,Closed,Agent_9,36.53,1,Billing
T301321,2024-01-12,2024-01-17 14:34:22.077543411,Low,Resolved,Agent_13,134.57,0,Logistics
T301322,2023-04-02,2023-04-02 12:06:07.884838475,High,Open,Agent_10,12.1,1,Technical
T301323,2025-03-21,2025-03-21 09:09:39.887088009,High,Resolved,Agent_3,9.16,1,Technical
T301324,2025-05-29,2025-05-29 16:44:23.598952504,Low,Resolved,Agent_20,16.74,1,Logistics
T301325,2024-06-28,2024-06-28 06:28:29.880273805,Medium,Closed,Agent_4,6.47,1,Technical
T301326,2024-11-21,2024-11-21 12:32:51.412419193,Low,Resolved,Agent_14,12.55,1,Technical
T301327,2025-06-11,2025-06-12 01:05:34.315273016,Low,Closed,Agent_13,25.09,1,HR
T301328,2024-12-27,2024-12-27 09:01:23.506320114,Low,Resolved,Agent_20,9.02,1,Logistics
T301329,2023-04-01,2023-04-02 20:37:18.775108204,Medium,Resolved,Agent_7,44.62,1,Logistics
T301330,2025-04-12,2025-04-15 06:31:00.803530098,Low,Closed,Agent_7,78.52,0,Logistics
T301331,2025-04-27,2025-04-29 14:38:36.859118422,Low,Resolved,Agent_6,62.64,1,Technical
T301332,2024-01-30,2024-01-30 02:23:56.401968766,Low,Open,Agent_8,2.4,1,Technical
T301333,2023-09-30,2023-09-30 03:34:54.702110678,Low,Resolved,Agent_6,3.58,1,Billing
T301334,2024-02-06,2024-02-08 00:33:53.934135348,Low,Open,Agent_4,48.56,1,HR
T301335,2025-09-15,2025-09-17 18:20:40.006285963,Low,Resolved,Agent_5,66.34,1,Technical
T301336,2025-01-14,2025-01-14 01:00:00.000000000,High,Resolved,Agent_18,1.0,1,Logistics
T301337,2024-01-13,2024-01-13 16:28:24.111915759,Low,Closed,Agent_2,16.47,1,Technical
T301338,2023-02-05,2023-02-05 03:30:58.492432777,Medium,Closed,Agent_14,3.52,1,Logistics
T301339,2023-11-29,2023-11-29 12:37:31.093880168,Low,Resolved,Agent_14,12.63,1,Billing
T301340,2023-07-25,2023-07-26 11:04:06.580181364,Low,Resolved,Agent_5,35.07,1,Logistics
